Annot	Term	Annotated	Significant	Pvalue	Padj	GeneID
GO:0015743	GO:0015743	malate transport	1	1	0.00925215315084849	0.064006428482073	Slc25a10
GO:0016036	GO:0016036	cellular response to phosphate starvation	1	1	0.00925215315084849	0.064006428482073	Comt
GO:0019520	GO:0019520	aldonic acid metabolic process	1	1	0.00925215315084849	0.064006428482073	Pgd
GO:0019521	GO:0019521	D-gluconate metabolic process	1	1	0.00925215315084849	0.064006428482073	Pgd
GO:0019563	GO:0019563	glycerol catabolic process	1	1	0.00925215315084849	0.064006428482073	Tpi1
GO:0030974	GO:0030974	thiamine pyrophosphate transport	1	1	0.00925215315084849	0.064006428482073	Slc25a19
GO:0031337	GO:0031337	positive regulation of sulfur amino acid metabolic process	1	1	0.00925215315084849	0.064006428482073	Comt
GO:0032242	GO:0032242	regulation of nucleoside transport	1	1	0.00925215315084849	0.064006428482073	Adora1
GO:0032244	GO:0032244	positive regulation of nucleoside transport	1	1	0.00925215315084849	0.064006428482073	Adora1
GO:0032581	GO:0032581	ER-dependent peroxisome organization	1	1	0.00925215315084849	0.064006428482073	Pex16
GO:0032900	GO:0032900	negative regulation of neurotrophin production	1	1	0.00925215315084849	0.064006428482073	Adora1
GO:0034120	GO:0034120	positive regulation of erythrocyte aggregation	1	1	0.00925215315084849	0.064006428482073	Lgals1
GO:0034670	GO:0034670	chemotaxis to arachidonic acid	1	1	0.00925215315084849	0.064006428482073	Creb1
GO:0035490	GO:0035490	regulation of leukotriene production involved in inflammatory response	1	1	0.00925215315084849	0.064006428482073	Serpine1
GO:0035491	GO:0035491	positive regulation of leukotriene production involved in inflammatory response	1	1	0.00925215315084849	0.064006428482073	Serpine1
GO:0035704	GO:0035704	helper T cell chemotaxis	1	1	0.00925215315084849	0.064006428482073	Ccr2
GO:0035705	GO:0035705	T-helper 17 cell chemotaxis	1	1	0.00925215315084849	0.064006428482073	Ccr2
GO:0036111	GO:0036111	very long-chain fatty-acyl-CoA metabolic process	1	1	0.00925215315084849	0.064006428482073	Hsd17b4
GO:0036179	GO:0036179	osteoclast maturation	1	1	0.00925215315084849	0.064006428482073	Fam20c
GO:0043103	GO:0043103	hypoxanthine salvage	1	1	0.00925215315084849	0.064006428482073	Hprt
GO:0043310	GO:0043310	negative regulation of eosinophil degranulation	1	1	0.00925215315084849	0.064006428482073	Ccr2
GO:0044035	GO:0044035	multi-organism catabolic process	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0044111	GO:0044111	development involved in symbiotic interaction	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0044115	GO:0044115	development of symbiont involved in interaction with host	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0044145	GO:0044145	modulation of development of symbiont involved in interaction with host	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0044147	GO:0044147	negative regulation of development of symbiont involved in interaction with host	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0046099	GO:0046099	guanine biosynthetic process	1	1	0.00925215315084849	0.064006428482073	Hprt
GO:0050666	GO:0050666	regulation of homocysteine metabolic process	1	1	0.00925215315084849	0.064006428482073	Comt
GO:0050668	GO:0050668	positive regulation of homocysteine metabolic process	1	1	0.00925215315084849	0.064006428482073	Comt
GO:0051319	GO:0051319	G2 phase	1	1	0.00925215315084849	0.064006428482073	Chek2
GO:0052214	GO:0052214	metabolism of substance in other organism involved in symbiotic interaction	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052227	GO:0052227	catabolism of substance in other organism involved in symbiotic interaction	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052229	GO:0052229	metabolism of macromolecule in other organism involved in symbiotic interaction	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052360	GO:0052360	catabolism by host of symbiont macromolecule	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052361	GO:0052361	catabolism by organism of macromolecule in other organism involved in symbiotic interaction	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052362	GO:0052362	catabolism by host of symbiont protein	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052363	GO:0052363	catabolism by organism of protein in other organism involved in symbiotic interaction	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052364	GO:0052364	catabolism by host of substance in symbiont	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052416	GO:0052416	metabolism by host of symbiont macromolecule	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052417	GO:0052417	metabolism by host of symbiont protein	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052418	GO:0052418	metabolism by organism of protein in other organism involved in symbiotic interaction	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0052419	GO:0052419	metabolism by host of substance in symbiont	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:0060785	GO:0060785	regulation of apoptosis involved in tissue homeostasis	1	1	0.00925215315084849	0.064006428482073	Prdx5
GO:0061044	GO:0061044	negative regulation of vascular wound healing	1	1	0.00925215315084849	0.064006428482073	Serpine1
GO:0061476	GO:0061476	response to anticoagulant	1	1	0.00925215315084849	0.064006428482073	F7
GO:0061485	GO:0061485	memory T cell proliferation	1	1	0.00925215315084849	0.064006428482073	Dock8
GO:0071283	GO:0071283	cellular response to iron(III) ion	1	1	0.00925215315084849	0.064006428482073	B2m
GO:0071400	GO:0071400	cellular response to oleic acid	1	1	0.00925215315084849	0.064006428482073	Dgat2
GO:0071422	GO:0071422	succinate transmembrane transport	1	1	0.00925215315084849	0.064006428482073	Slc25a10
GO:0071423	GO:0071423	malate transmembrane transport	1	1	0.00925215315084849	0.064006428482073	Slc25a10
GO:0072428	GO:0072428	signal transduction involved in intra-S DNA damage checkpoint	1	1	0.00925215315084849	0.064006428482073	Chek2
GO:0072680	GO:0072680	extracellular matrix-dependent thymocyte migration	1	1	0.00925215315084849	0.064006428482073	Adam8
GO:0072681	GO:0072681	fibronectin-dependent thymocyte migration	1	1	0.00925215315084849	0.064006428482073	Adam8
GO:0090318	GO:0090318	regulation of chylomicron remodeling	1	1	0.00925215315084849	0.064006428482073	Gpihbp1
GO:0090319	GO:0090319	positive regulation of chylomicron remodeling	1	1	0.00925215315084849	0.064006428482073	Gpihbp1
GO:0090321	GO:0090321	positive regulation of chylomicron remnant clearance	1	1	0.00925215315084849	0.064006428482073	Gpihbp1
GO:0097187	GO:0097187	dentinogenesis	1	1	0.00925215315084849	0.064006428482073	Fam20c
GO:0099083	GO:0099083	retrograde trans-synaptic signaling by neuropeptide, modulating synaptic transmission	1	1	0.00925215315084849	0.064006428482073	Bdnf
GO:0099547	GO:0099547	regulation of translation at synapse, modulating synaptic transmission	1	1	0.00925215315084849	0.064006428482073	Fmr1
GO:0099551	GO:0099551	trans-synaptic signaling by neuropeptide, modulating synaptic transmission	1	1	0.00925215315084849	0.064006428482073	Bdnf
GO:0099578	GO:0099578	regulation of translation at postsynapse, modulating synaptic transmission	1	1	0.00925215315084849	0.064006428482073	Fmr1
GO:1901254	GO:1901254	positive regulation of intracellular transport of viral material	1	1	0.00925215315084849	0.064006428482073	Fmr1
GO:1902576	GO:1902576	negative regulation of nuclear cell cycle DNA replication	1	1	0.00925215315084849	0.064006428482073	Chek2
GO:1903464	GO:1903464	negative regulation of mitotic cell cycle DNA replication	1	1	0.00925215315084849	0.064006428482073	Chek2
GO:1903769	GO:1903769	negative regulation of cell proliferation in bone marrow	1	1	0.00925215315084849	0.064006428482073	Lgals3
GO:1904282	GO:1904282	regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I	1	1	0.00925215315084849	0.064006428482073	Hfe
GO:1904283	GO:1904283	negative regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I	1	1	0.00925215315084849	0.064006428482073	Hfe
GO:1904465	GO:1904465	negative regulation of matrix metallopeptidase secretion	1	1	0.00925215315084849	0.064006428482073	Idh2
GO:1904606	GO:1904606	fat cell apoptotic process	1	1	0.00925215315084849	0.064006428482073	Lep
GO:1904649	GO:1904649	regulation of fat cell apoptotic process	1	1	0.00925215315084849	0.064006428482073	Lep
GO:1904651	GO:1904651	positive regulation of fat cell apoptotic process	1	1	0.00925215315084849	0.064006428482073	Lep
GO:1905217	GO:1905217	response to astaxanthin	1	1	0.00925215315084849	0.064006428482073	F7
GO:1905572	GO:1905572	ganglioside GM1 transport to membrane	1	1	0.00925215315084849	0.064006428482073	Psap
GO:1905581	GO:1905581	positive regulation of low-density lipoprotein particle clearance	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:1905597	GO:1905597	positive regulation of low-density lipoprotein particle receptor binding	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:1905599	GO:1905599	positive regulation of low-density lipoprotein receptor activity	1	1	0.00925215315084849	0.064006428482073	Anxa2
GO:1905642	GO:1905642	negative regulation of DNA methylation	1	1	0.00925215315084849	0.064006428482073	Dnmt3l
GO:1905643	GO:1905643	positive regulation of DNA methylation	1	1	0.00925215315084849	0.064006428482073	Dnmt3l
GO:1990256	GO:1990256	signal clustering	1	1	0.00925215315084849	0.064006428482073	Sema5a
GO:2000398	GO:2000398	regulation of thymocyte aggregation	1	1	0.00925215315084849	0.064006428482073	Adam8
GO:2000399	GO:2000399	negative regulation of thymocyte aggregation	1	1	0.00925215315084849	0.064006428482073	Adam8
GO:2000413	GO:2000413	regulation of fibronectin-dependent thymocyte migration	1	1	0.00925215315084849	0.064006428482073	Adam8
GO:2000415	GO:2000415	positive regulation of fibronectin-dependent thymocyte migration	1	1	0.00925215315084849	0.064006428482073	Adam8
GO:2000464	GO:2000464	positive regulation of astrocyte chemotaxis	1	1	0.00925215315084849	0.064006428482073	Ccr2
GO:2000486	GO:2000486	negative regulation of glutamine transport	1	1	0.00925215315084849	0.064006428482073	Lep
GO:2001186	GO:2001186	negative regulation of CD8-positive, alpha-beta T cell activation	1	1	0.00925215315084849	0.064006428482073	Hfe
GO:0050767	GO:0050767	regulation of neurogenesis	817	15	0.00931386728040292	0.0642607373172907	Bdnf,Creb1,Brinp1,Idh2,B2m,Mgll,Fgf13,Olfm1,Ccr2,Ret,Lgals1,Vwc2,Fmr1,Sema5a,Mmd
GO:0042744	GO:0042744	hydrogen peroxide catabolic process	16	2	0.00938826025738311	0.0642607373172907	Prdx6,Prdx5
GO:0046697	GO:0046697	decidualization	16	2	0.00938826025738311	0.0642607373172907	Ctsb,Ctsl
GO:0071625	GO:0071625	vocalization behavior	16	2	0.00938826025738311	0.0642607373172907	Brinp1,Srpx2
GO:0090026	GO:0090026	positive regulation of monocyte chemotaxis	16	2	0.00938826025738311	0.0642607373172907	Serpine1,Ccr2
GO:2000738	GO:2000738	positive regulation of stem cell differentiation	16	2	0.00938826025738311	0.0642607373172907	Sox6,Ltbp3
GO:0010604	GO:0010604	positive regulation of macromolecule metabolic process	2793	38	0.00948529911000064	0.0648106440949164	Tmem135,Anxa2,Sox6,Murc,Adora1,Unc119,Insig1,Creb1,Lep,Rarres2,Smpd1,Dscc1,Birc2,C6,Sfpq,Prkcdbp,Chp1,Serpine1,Adam8,Tfrc,Mmp12,Hfe,Psap,Bcap31,Cela1,Trp53inp2,Bcar3,Dnmt3l,Dbp,Ccr2,Ret,Prdx5,Fmr1,S100a8,Dap,Chek2,Mmd,Bdnf
GO:0019725	GO:0019725	cellular homeostasis	821	15	0.00971065271138756	0.0662338192845257	Prdx6,Oxtr,Mpc2,Iscu,Dgat2,Chp1,Tfrc,Anxa6,Glrx5,Hfe,Bcap31,Pdia6,Ccr2,Cib2,Prdx5
GO:2001233	GO:2001233	regulation of apoptotic signaling pathway	384	9	0.00979077449236549	0.0665115546658969	Zmynd11,Sfpq,Serpine1,Bcap31,Cdkn2d,Lgals3,Ret,S100a8,G0s2
GO:0030516	GO:0030516	regulation of axon extension	90	4	0.00980278517621567	0.0665115546658969	Bdnf,Mgll,Olfm1,Sema5a
GO:0033555	GO:0033555	multicellular organismal response to stress	90	4	0.00980278517621567	0.0665115546658969	Brinp1,Comt,Ret,Bdnf
GO:0045807	GO:0045807	positive regulation of endocytosis	140	5	0.00985917642029442	0.0667774235378056	Anxa2,B2m,Serpine1,Hfe,Fmr1
GO:0016477	GO:0016477	cell migration	1223	20	0.00988709281168055	0.0668498383312408	Sorbs2,Adora1,Lep,Idh2,Rarres2,F7,Serpine1,Adam8,Fgf13,Mmp12,Itgb2,Olfm1,Pkp2,Dock8,Ccr2,Lgals3,Ret,S100a8,Sema5a,Srpx2
GO:0000380	GO:0000380	alternative mRNA splicing, via spliceosome	48	3	0.00994903254407381	0.0671516440061747	Sfpq,Hnrnpm,Fmr1
GO:0045321	GO:0045321	leukocyte activation	902	16	0.0100068272990484	0.067424473520151	Lep,B2m,Il13ra2,Pi4k2a,Adam8,Tfrc,Itgad,Hprt,Itgb2,Hfe,Impdh1,Dock8,Ccr2,Lgals3,Azi2,Lgals1
GO:0055085	GO:0055085	transmembrane transport	983	17	0.0101786362861093	0.068463236440884	Slc25a10,Mpc2,Cacng1,Pex16,Chp1,Kcnj14,Slc38a10,Rtn2,Anxa6,Fgf12,Slc5a7,Atp6v1b2,Fmr1,Slc25a19,G6pdx,Slc5a3,Atp5d
GO:0043393	GO:0043393	regulation of protein binding	198	6	0.010473242160117	0.0698030574991785	Anxa2,B2m,Crtac1,Hfe,Ctsz,Bdnf
GO:0032941	GO:0032941	secretion by tissue	49	3	0.0105267944238355	0.0698030574991785	Adora1,Npr3,Sytl2
GO:0072577	GO:0072577	endothelial cell apoptotic process	49	3	0.0105267944238355	0.0698030574991785	Angptl4,Serpine1,Sema5a
GO:0032092	GO:0032092	positive regulation of protein binding	92	4	0.0105682523130548	0.0698030574991785	Anxa2,B2m,Hfe,Bdnf
GO:0006968	GO:0006968	cellular defense response	17	2	0.010575675807657	0.0698030574991785	B2m,Ccr2
GO:0008210	GO:0008210	estrogen metabolic process	17	2	0.010575675807657	0.0698030574991785	Hsd17b4,Comt
GO:0019363	GO:0019363	pyridine nucleotide biosynthetic process	17	2	0.010575675807657	0.0698030574991785	Idh2,G6pdx
GO:0032365	GO:0032365	intracellular lipid transport	17	2	0.010575675807657	0.0698030574991785	Anxa2,Npc2
GO:0042754	GO:0042754	negative regulation of circadian rhythm	17	2	0.010575675807657	0.0698030574991785	Adora1,Sfpq
GO:0051956	GO:0051956	negative regulation of amino acid transport	17	2	0.010575675807657	0.0698030574991785	Adora1,Lep
GO:1905208	GO:1905208	negative regulation of cardiocyte differentiation	17	2	0.010575675807657	0.0698030574991785	Sox6,G6pdx
GO:0006937	GO:0006937	regulation of muscle contraction	143	5	0.0107391655048755	0.0706418666515622	Oxtr,Adora1,Anxa6,Fgf13,Pkp2
GO:0031330	GO:0031330	negative regulation of cellular catabolic process	143	5	0.0107391655048755	0.0706418666515622	Anxa2,Lep,Hfe,Fmr1,Dap
GO:0032103	GO:0032103	positive regulation of response to external stimulus	260	7	0.0108563720744907	0.0712920135720788	Rarres2,F7,Serpine1,Adam8,Ccr2,Sema5a,S100a8
GO:0050878	GO:0050878	regulation of body fluid levels	324	8	0.010879730843088	0.0713247219628794	Oxtr,Anxa2,Adora1,Creb1,F7,Serpine1,Npr3,Sytl2
GO:1903825	GO:1903825	organic acid transmembrane transport	50	3	0.0111236344443114	0.0726781570342969	Mpc2,Slc38a10,Slc25a10
GO:1905039	GO:1905039	carboxylic acid transmembrane transport	50	3	0.0111236344443114	0.0726781570342969	Mpc2,Slc38a10,Slc25a10
GO:0006952	GO:0006952	defense response	1405	22	0.0111734410684008	0.0728808819940561	Htra1,Adora1,Brinp1,Lep,B2m,Rarres2,Mgll,C6,Birc2,Adamts4,Serpine1,Adam8,Itgb2,Itgax,Cela1,Serpina3n,Irak2,Ccr2,Lgals3,Lipa,S100a8,Bdnf
GO:0031401	GO:0031401	positive regulation of protein modification process	1074	18	0.0111979562610522	0.0729182353173553	Bdnf,Anxa2,Adora1,Unc119,Lep,Rarres2,Smpd1,Birc2,Prkcdbp,Chp1,Adam8,Hfe,Psap,Bcar3,Ret,Fmr1,Chek2,Mmd
GO:0001558	GO:0001558	regulation of cell growth	393	9	0.0112666723270785	0.0732428061999858	Tspyl2,Htra1,Mgll,Fgf13,Olfm1,Cdkn2d,Sema5a,G6pdx,Bdnf
GO:0048468	GO:0048468	cell development	2192	31	0.0114554145988976	0.0743452576226116	Anxa2,Plod3,Sorbs2,Sox6,Murc,Creb1,Brinp1,Fam20c,Stmn4,Lep,Idh2,B2m,Mgll,Mir7-1,Hsd17b4,Crtac1,Serpinh1,Mycbp2,Fgf13,Hprt,Olfm1,Ccr2,Ret,Lgals1,Vwc2,Fmr1,S100a8,Sema5a,G6pdx,Mmd,Bdnf
GO:0002548	GO:0002548	monocyte chemotaxis	51	3	0.0117396580618391	0.0756106473475166	Serpine1,Lgals3,Ccr2
GO:0002704	GO:0002704	negative regulation of leukocyte mediated immunity	51	3	0.0117396580618391	0.0756106473475166	Il13ra2,Hfe,Ccr2
GO:0045777	GO:0045777	positive regulation of blood pressure	51	3	0.0117396580618391	0.0756106473475166	Adora1,Oxtr,G6pdx
GO:0072329	GO:0072329	monocarboxylic acid catabolic process	95	4	0.0117872051254175	0.0756106473475166	Hadhb,Lep,Hsd17b4,Auh
GO:0001975	GO:0001975	response to amphetamine	18	2	0.0118257312393565	0.0756106473475166	Oxtr,Hprt
GO:0002693	GO:0002693	positive regulation of cellular extravasation	18	2	0.0118257312393565	0.0756106473475166	Adam8,Ccr2
GO:0042711	GO:0042711	maternal behavior	18	2	0.0118257312393565	0.0756106473475166	Oxtr,Brinp1
GO:0051181	GO:0051181	cofactor transport	18	2	0.0118257312393565	0.0756106473475166	Slc48a1,Slc25a19
GO:0071711	GO:0071711	basement membrane organization	18	2	0.0118257312393565	0.0756106473475166	Plod3,Col4a1
GO:0060627	GO:0060627	regulation of vesicle-mediated transport	466	10	0.0118520164960519	0.0756540724032521	Anxa2,Unc119,Insig1,B2m,Il13ra2,Serpine1,Hfe,Ccr2,Lgals3,Fmr1
GO:0003014	GO:0003014	renal system process	96	4	0.0122127087050076	0.0774469321636182	Adora1,Comt,Npr3,G6pdx
GO:0006090	GO:0006090	pyruvate metabolic process	96	4	0.0122127087050076	0.0774469321636182	Gpd1,Mpc2,Tpi1,Pfkl
GO:0051952	GO:0051952	regulation of amine transport	96	4	0.0122127087050076	0.0774469321636182	Adora1,Sncg,Lep,Oxtr
GO:0060349	GO:0060349	bone morphogenesis	96	4	0.0122127087050076	0.0774469321636182	Insig1,Serpinh1,Pappa2,Ltbp3
GO:0046128	GO:0046128	purine ribonucleoside metabolic process	52	3	0.0123749625841177	0.0782579738096541	Gmpr2,Impdh1,Hprt
GO:0007167	GO:0007167	enzyme linked receptor protein signaling pathway	845	15	0.0123809316977912	0.0782579738096541	Bdnf,Htra1,Adora1,Creb1,Fam20c,Mir7-1,Lep,Col4a2,F7,Appl1,Hfe,Ret,Vwc2,Col4a1,Ltbp3
GO:1902580	GO:1902580	single-organism cellular localization	846	15	0.0125035392443519	0.0789044484672025	Anxa2,Ttc7b,Insig1,Lep,Il13ra2,Pex16,Chp1,Appl1,Fgf13,Mmp12,Npc2,Pkp2,Fmr1,Sema5a,Sytl2
GO:0042327	GO:0042327	positive regulation of phosphorylation	926	16	0.0125974770197145	0.0793681953141431	Bdnf,Anxa2,Adora1,Unc119,Gpd1,Lep,Rarres2,Prkcdbp,Adam8,Hfe,Psap,Bcar3,Ret,Fmr1,Chek2,Mmd
GO:1990266	GO:1990266	neutrophil migration	97	4	0.01264793290282	0.0795569328943996	Adam8,Itgb2,Lgals3,S100a8
GO:0006814	GO:0006814	sodium ion transport	207	6	0.0128237437358211	0.0804021800302451	Chp1,Slc38a10,Fgf12,Fgf13,Slc5a7,Slc5a3
GO:2000116	GO:2000116	regulation of cysteine-type endopeptidase activity	207	6	0.0128237437358211	0.0804021800302451	Birc2,Bcap31,Cdkn2d,Ret,Dap,S100a8
GO:0016192	GO:0016192	vesicle-mediated transport	1257	20	0.0130398476356495	0.0816252397967026	Anxa2,Unc119,Insig1,Lep,B2m,Il13ra2,Chp1,Pi4k2a,Serpine1,Tfrc,Itgb2,Hfe,Bcap31,Pdia6,Gpihbp1,Atp9a,Lgals3,Ccr2,Fmr1,Sytl2
GO:0030154	GO:0030154	cell differentiation	3984	50	0.0130710455815307	0.0816887727889223	Anxa2,Plod3,Sorbs2,Sox6,Htra1,Murc,Unc119,Insig1,Creb1,Brinp1,Idh2,Fam20c,Lep,Stmn4,Rarres2,Nln,B2m,Mgll,Mir7-1,Hsd17b4,Crtac1,Birc2,Gmpr2,Adam8,Serpinh1,Tfrc,Fgf13,Mycbp2,Hprt,Psap,Olfm1,Cela1,Trp53inp2,Dnmt3l,Fam213a,Pkp2,Ccr2,Lgals3,Azi2,Ret,Lgals1,Vwc2,Fmr1,S100a8,Sema5a,Col19a1,G6pdx,Ltbp3,Mmd,Bdnf
GO:0014075	GO:0014075	response to amine	19	2	0.013137176851514	0.0816919086363341	Oxtr,Hprt
GO:0060746	GO:0060746	parental behavior	19	2	0.013137176851514	0.0816919086363341	Oxtr,Brinp1
GO:0050808	GO:0050808	synapse organization	270	7	0.0131399070506881	0.0816919086363341	Oxtr,Srpx2,Sncg,Sez6l,Col4a1,Fmr1,Bdnf
GO:0031399	GO:0031399	regulation of protein modification process	1598	24	0.0131557441117518	0.0816919086363341	Tspyl2,Anxa2,Adora1,Unc119,Lep,Rarres2,Smpd1,Birc2,Zmynd11,Prkcdbp,Chp1,Adam8,Itgb2,Hfe,Psap,Prkar2b,Bcar3,Cdkn2d,Ret,Fmr1,Chek2,G6pdx,Mmd,Bdnf
GO:1903530	GO:1903530	regulation of secretion by cell	696	13	0.0131830365511205	0.0817306147841834	Oxtr,Adora1,Creb1,Sncg,Mpc2,Lep,Idh2,Il13ra2,Pfkl,Hfe,Ccr2,Lgals3,Fmr1
GO:0090257	GO:0090257	regulation of muscle system process	210	6	0.0136833576748534	0.0846971469475376	Oxtr,Adora1,Anxa6,Fgf13,Pkp2,G6pdx
GO:0060341	GO:0060341	regulation of cellular localization	857	15	0.0139159323006348	0.0859995752528083	Anxa2,Insig1,Sncg,Lep,Mpc2,Il13ra2,Chp1,Appl1,Hfe,Itgax,Trp53inp2,Bcap31,Hnrnpm,Fmr1,Sema5a
GO:0015837	GO:0015837	amine transport	100	4	0.014012659202787	0.0864596667186267	Adora1,Sncg,Lep,Oxtr
GO:0022603	GO:0022603	regulation of anatomical structure morphogenesis	938	16	0.0140769316347182	0.0867183677370498	Tmem135,Lep,Mgll,Col4a2,C6,Serpine1,Fgf13,Itgb2,Olfm1,Cela1,Ccr2,Lgals3,Ret,Srpx2,Sema5a,Bdnf
GO:0019318	GO:0019318	hexose metabolic process	212	6	0.0142783295124129	0.0868959524618923	Gpd1,Nln,Lep,Tpi1,Dgat2,G6pdx
GO:0031667	GO:0031667	response to nutrient levels	275	7	0.0144027351742135	0.0868959524618923	Angptl4,Lep,F7,Comt,Cdkn2d,Dap,Tmem135
GO:0016202	GO:0016202	regulation of striated muscle tissue development	154	5	0.0144231392608204	0.0868959524618923	Sox6,G6pdx,Creb1,Nln,Bdnf
GO:0060249	GO:0060249	anatomical structure homeostasis	341	8	0.014426666153061	0.0868959524618923	Adam8,Tfrc,Trp53inp2,Ccr2,Cib2,Prdx5,Lipa,Ltbp3
GO:0060284	GO:0060284	regulation of cell development	941	16	0.014467222070783	0.0868959524618923	Bdnf,Creb1,Brinp1,Idh2,B2m,Mgll,Fgf13,Olfm1,Ccr2,Ret,Lgals1,Vwc2,Fmr1,Sema5a,G6pdx,Mmd
GO:0097756	GO:0097756	negative regulation of blood vessel diameter	101	4	0.0144874868789218	0.0868959524618923	Adora1,Lep,Oxtr,G6pdx
GO:0002724	GO:0002724	regulation of T cell cytokine production	20	2	0.014508780519275	0.0868959524618923	B2m,Hfe
GO:0010874	GO:0010874	regulation of cholesterol efflux	20	2	0.014508780519275	0.0868959524618923	Pon1,Pltp
GO:0030149	GO:0030149	sphingolipid catabolic process	20	2	0.014508780519275	0.0868959524618923	Smpd1,Gm2a
GO:0034367	GO:0034367	macromolecular complex remodeling	20	2	0.014508780519275	0.0868959524618923	Gpihbp1,Pltp
GO:0034368	GO:0034368	protein-lipid complex remodeling	20	2	0.014508780519275	0.0868959524618923	Gpihbp1,Pltp
GO:0034369	GO:0034369	plasma lipoprotein particle remodeling	20	2	0.014508780519275	0.0868959524618923	Gpihbp1,Pltp
GO:0034383	GO:0034383	low-density lipoprotein particle clearance	20	2	0.014508780519275	0.0868959524618923	Anxa2,Dgat2
GO:0042053	GO:0042053	regulation of dopamine metabolic process	20	2	0.014508780519275	0.0868959524618923	Hprt,Comt
GO:0042451	GO:0042451	purine nucleoside biosynthetic process	20	2	0.014508780519275	0.0868959524618923	Impdh1,Hprt
GO:0042730	GO:0042730	fibrinolysis	20	2	0.014508780519275	0.0868959524618923	Anxa2,Serpine1
GO:0046129	GO:0046129	purine ribonucleoside biosynthetic process	20	2	0.014508780519275	0.0868959524618923	Impdh1,Hprt
GO:0072525	GO:0072525	pyridine-containing compound biosynthetic process	20	2	0.014508780519275	0.0868959524618923	Idh2,G6pdx
GO:0050863	GO:0050863	regulation of T cell activation	276	7	0.0146653536612468	0.0876983629573173	Lep,Adam8,Tfrc,Hfe,Ccr2,Lgals3,Lgals1
GO:0014706	GO:0014706	striated muscle tissue development	411	9	0.0147113687259628	0.0878381877314796	Sox6,Murc,Sorbs2,Creb1,Nln,Pkp2,Col19a1,G6pdx,Bdnf
GO:0007612	GO:0007612	learning	155	5	0.0147951287581696	0.0882026032418681	Creb1,Fgf13,Prkar2b,Comt,Bdnf
GO:0010466	GO:0010466	negative regulation of peptidase activity	214	6	0.0148911113819143	0.088516545259138	Itih5,Birc2,Cstb,Serpine1,Serpina3n,Cdkn2d
GO:0051098	GO:0051098	regulation of binding	343	8	0.0148934048065491	0.088516545259138	Anxa2,Pon1,B2m,Crtac1,Hfe,Ctsz,Fmr1,Bdnf
GO:0045862	GO:0045862	positive regulation of proteolysis	277	7	0.0149313758325283	0.0886065284496062	Fmr1,C6,Adam8,Bcap31,Ret,Dap,S100a8
GO:0046649	GO:0046649	lymphocyte activation	786	14	0.0150220005272263	0.0890082199178096	Lep,B2m,Adam8,Tfrc,Itgad,Hprt,Itgb2,Hfe,Impdh1,Dock8,Ccr2,Lgals3,Azi2,Lgals1
GO:0042278	GO:0042278	purine nucleoside metabolic process	56	3	0.0151106607574452	0.089397064633605	Gmpr2,Impdh1,Hprt
GO:0035296	GO:0035296	regulation of tube diameter	156	5	0.015173497848399	0.0894509571309984	Plod3,Adora1,Lep,Oxtr,G6pdx
GO:0097746	GO:0097746	regulation of blood vessel diameter	156	5	0.015173497848399	0.0894509571309984	Plod3,Adora1,Lep,Oxtr,G6pdx
GO:0006928	GO:0006928	movement of cell or subcellular component	1706	25	0.01518891542111	0.0894509571309984	Sorbs2,Adora1,Idh2,Lep,Rarres2,F7,Serpine1,Adam8,Mycbp2,Fgf13,Mmp12,Itgb2,Olfm1,Tekt5,Pkp2,Dock8,Ccr2,Lgals3,Ret,Fmr1,Srpx2,S100a8,Sema5a,Pltp,Bdnf
GO:0006665	GO:0006665	sphingolipid metabolic process	103	4	0.0154674234649321	0.0908155377721657	Smpd1,Degs1,Psap,Gm2a
GO:0050729	GO:0050729	positive regulation of inflammatory response	103	4	0.0154674234649321	0.0908155377721657	Serpine1,Adam8,Ccr2,S100a8
GO:1901861	GO:1901861	regulation of muscle tissue development	157	5	0.0155582904484689	0.0910262670536633	Sox6,G6pdx,Creb1,Nln,Bdnf
GO:0072657	GO:0072657	protein localization to membrane	415	9	0.0155722724188005	0.0910262670536633	Ttc7b,Anxa2,Adora1,Pex16,Appl1,Fgf13,Itgb2,Pkp2,Sytl2
