"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031398","BP","GO:0031398","positive regulation of protein ubiquitination","1/34","123/29008",0.134593602586522,0.217010887714661,0.158042121624746,"Dcun1d4",1
"GO:0032649","BP","GO:0032649","regulation of interferon-gamma production","1/34","123/29008",0.134593602586522,0.217010887714661,0.158042121624746,"Arid5a",1
"GO:0060419","BP","GO:0060419","heart growth","1/34","123/29008",0.134593602586522,0.217010887714661,0.158042121624746,"Tgfb2",1
"GO:1905954","BP","GO:1905954","positive regulation of lipid localization","1/34","123/29008",0.134593602586522,0.217010887714661,0.158042121624746,"Plin5",1
"GO:0046928","BP","GO:0046928","regulation of neurotransmitter secretion","1/34","124/29008",0.135612256473039,0.218307882063234,0.158986681322845,"Adra2a",1
"GO:0002702","BP","GO:0002702","positive regulation of production of molecular mediator of immune response","1/34","125/29008",0.136629746546434,0.218908351778012,0.159423984301946,"Arid5a",1
"GO:0009308","BP","GO:0009308","amine metabolic process","1/34","125/29008",0.136629746546434,0.218908351778012,0.159423984301946,"Tgfb2",1
"GO:0018958","BP","GO:0018958","phenol-containing compound metabolic process","1/34","125/29008",0.136629746546434,0.218908351778012,0.159423984301946,"Tgfb2",1
"GO:0022037","BP","GO:0022037","metencephalon development","1/34","126/29008",0.137646074096114,0.220190501576044,0.160357733186417,"Ulk1",1
"GO:0018210","BP","GO:0018210","peptidyl-threonine modification","1/34","127/29008",0.138661240410106,0.221466777394825,0.161287204238781,"Ulk1",1
"GO:0007631","BP","GO:0007631","feeding behavior","1/34","128/29008",0.139675246775054,0.221696380784704,0.161454417078887,"Dach1",1
"GO:0030048","BP","GO:0030048","actin filament-based movement","1/34","128/29008",0.139675246775054,0.221696380784704,0.161454417078887,"Scn3b",1
"GO:0031929","BP","GO:0031929","TOR signaling","1/34","128/29008",0.139675246775054,0.221696380784704,0.161454417078887,"Gna12",1
"GO:0061387","BP","GO:0061387","regulation of extent of cell growth","1/34","128/29008",0.139675246775054,0.221696380784704,0.161454417078887,"Ulk1",1
"GO:0048640","BP","GO:0048640","negative regulation of developmental growth","1/34","129/29008",0.140688094476219,0.222610509737993,0.162120148096984,"Ulk1",1
"GO:1901216","BP","GO:1901216","positive regulation of neuron death","1/34","129/29008",0.140688094476219,0.222610509737993,0.162120148096984,"Tgfb2",1
"GO:0002698","BP","GO:0002698","negative regulation of immune effector process","1/34","130/29008",0.141699784797484,0.222827285044192,0.162278018652089,"Tgfb2",1
"GO:0003279","BP","GO:0003279","cardiac septum development","1/34","130/29008",0.141699784797484,0.222827285044192,0.162278018652089,"Tgfb2",1
"GO:0043406","BP","GO:0043406","positive regulation of MAP kinase activity","1/34","130/29008",0.141699784797484,0.222827285044192,0.162278018652089,"Adra2a",1
"GO:0061041","BP","GO:0061041","regulation of wound healing","1/34","130/29008",0.141699784797484,0.222827285044192,0.162278018652089,"Adra2a",1
"GO:0032874","BP","GO:0032874","positive regulation of stress-activated MAPK cascade","1/34","131/29008",0.142710319021353,0.22372586935809,0.162932429004136,"Tgfb2",1
"GO:0060048","BP","GO:0060048","cardiac muscle contraction","1/34","131/29008",0.142710319021353,0.22372586935809,0.162932429004136,"Scn3b",1
"GO:0007030","BP","GO:0007030","Golgi organization","1/34","132/29008",0.143719698428953,0.22447146858712,0.163475425188698,"Stx6",1
"GO:0051053","BP","GO:0051053","negative regulation of DNA metabolic process","1/34","132/29008",0.143719698428953,0.22447146858712,0.163475425188698,"Dach1",1
"GO:0003158","BP","GO:0003158","endothelium development","1/34","133/29008",0.144727924300037,0.22447146858712,0.163475425188698,"S1pr3",1
"GO:0010508","BP","GO:0010508","positive regulation of autophagy","1/34","133/29008",0.144727924300037,0.22447146858712,0.163475425188698,"Ulk1",1
"GO:0032434","BP","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","1/34","133/29008",0.144727924300037,0.22447146858712,0.163475425188698,"Gna12",1
"GO:0035303","BP","GO:0035303","regulation of dephosphorylation","1/34","133/29008",0.144727924300037,0.22447146858712,0.163475425188698,"Tgfb2",1
"GO:0070304","BP","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","1/34","133/29008",0.144727924300037,0.22447146858712,0.163475425188698,"Tgfb2",1
"GO:0009791","BP","GO:0009791","post-embryonic development","1/34","134/29008",0.145734997912983,0.225006004353529,0.163864710572014,"Tiparp",1
"GO:0032273","BP","GO:0032273","positive regulation of protein polymerization","1/34","134/29008",0.145734997912983,0.225006004353529,0.163864710572014,"Arpc1b",1
"GO:0032411","BP","GO:0032411","positive regulation of transporter activity","1/34","134/29008",0.145734997912983,0.225006004353529,0.163864710572014,"Kctd7",1
"GO:0001841","BP","GO:0001841","neural tube formation","1/34","135/29008",0.146740920544795,0.225874619388438,0.164497295252155,"Tgfb2",1
"GO:0032609","BP","GO:0032609","interferon-gamma production","1/34","135/29008",0.146740920544795,0.225874619388438,0.164497295252155,"Arid5a",1
"GO:0014065","BP","GO:0014065","phosphatidylinositol 3-kinase signaling","1/34","136/29008",0.147745693471109,0.226736237420272,0.165124784237686,"Tgfb2",1
"GO:0031623","BP","GO:0031623","receptor internalization","1/34","136/29008",0.147745693471109,0.226736237420272,0.165124784237686,"Ulk1",1
"GO:0007266","BP","GO:0007266","Rho protein signal transduction","1/34","138/29008",0.149751795302935,0.228781228506283,0.166614086149403,"Gna12",1
"GO:0042303","BP","GO:0042303","molting cycle","1/34","138/29008",0.149751795302935,0.228781228506283,0.166614086149403,"Tgfb2",1
"GO:0042633","BP","GO:0042633","hair cycle","1/34","138/29008",0.149751795302935,0.228781228506283,0.166614086149403,"Tgfb2",1
"GO:0016079","BP","GO:0016079","synaptic vesicle exocytosis","1/34","139/29008",0.150753126752873,0.229622475577246,0.167226739612581,"Adra2a",1
"GO:0051224","BP","GO:0051224","negative regulation of protein transport","1/34","139/29008",0.150753126752873,0.229622475577246,0.167226739612581,"Adra2a",1
"GO:0008584","BP","GO:0008584","male gonad development","1/34","140/29008",0.151753313586168,0.230114027595693,0.167584721300515,"Tgfb2",1
"GO:0034763","BP","GO:0034763","negative regulation of transmembrane transport","1/34","140/29008",0.151753313586168,0.230114027595693,0.167584721300515,"Tgfb2",1
"GO:0071887","BP","GO:0071887","leukocyte apoptotic process","1/34","140/29008",0.151753313586168,0.230114027595693,0.167584721300515,"Tgfb2",1
"GO:0046546","BP","GO:0046546","development of primary male sexual characteristics","1/34","141/29008",0.152752357071621,0.230941619964365,0.168187430478671,"Tgfb2",1
"GO:0051588","BP","GO:0051588","regulation of neurotransmitter transport","1/34","141/29008",0.152752357071621,0.230941619964365,0.168187430478671,"Adra2a",1
"GO:0006261","BP","GO:0006261","DNA-dependent DNA replication","1/34","142/29008",0.153750258476671,0.231420256111858,0.168536005948928,"Dach1",1
"GO:0048675","BP","GO:0048675","axon extension","1/34","142/29008",0.153750258476671,0.231420256111858,0.168536005948928,"Ulk1",1
"GO:0098876","BP","GO:0098876","vesicle-mediated transport to the plasma membrane","1/34","142/29008",0.153750258476671,0.231420256111858,0.168536005948928,"Stx6",1
"GO:0001508","BP","GO:0001508","action potential","1/34","143/29008",0.154747019067393,0.232577009483295,0.169378432607534,"Scn3b",1
"GO:0048284","BP","GO:0048284","organelle fusion","1/34","144/29008",0.155742640108506,0.233042217724769,0.169717228961275,"Stx6",1
"GO:0097553","BP","GO:0097553","calcium ion transmembrane import into cytosol","1/34","144/29008",0.155742640108506,0.233042217724769,0.169717228961275,"Tgfb2",1
"GO:1904950","BP","GO:1904950","negative regulation of establishment of protein localization","1/34","144/29008",0.155742640108506,0.233042217724769,0.169717228961275,"Adra2a",1
"GO:0002456","BP","GO:0002456","T cell mediated immunity","1/34","145/29008",0.156737122863367,0.233160771091637,0.16980356760457,"Arid5a",1
"GO:0007009","BP","GO:0007009","plasma membrane organization","1/34","145/29008",0.156737122863367,0.233160771091637,0.16980356760457,"Tgfb2",1
"GO:0120161","BP","GO:0120161","regulation of cold-induced thermogenesis","1/34","145/29008",0.156737122863367,0.233160771091637,0.16980356760457,"Nova1",1
"GO:1903322","BP","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","1/34","145/29008",0.156737122863367,0.233160771091637,0.16980356760457,"Dcun1d4",1
"GO:0010469","BP","GO:0010469","regulation of signaling receptor activity","1/34","146/29008",0.157730468593979,0.233955382092088,0.170382257502114,"Adra2a",1
"GO:0071333","BP","GO:0071333","cellular response to glucose stimulus","1/34","146/29008",0.157730468593979,0.233955382092088,0.170382257502114,"Adra2a",1
"GO:0050657","BP","GO:0050657","nucleic acid transport","1/34","147/29008",0.158722678560987,0.234403491961806,0.170708601655982,"Nup210",1
"GO:0050658","BP","GO:0050658","RNA transport","1/34","147/29008",0.158722678560987,0.234403491961806,0.170708601655982,"Nup210",1
"GO:0106106","BP","GO:0106106","cold-induced thermogenesis","1/34","147/29008",0.158722678560987,0.234403491961806,0.170708601655982,"Nova1",1
"GO:0016573","BP","GO:0016573","histone acetylation","1/34","148/29008",0.159713754023686,0.2348460538963,0.171030905425227,"Arid5a",1
"GO:0050684","BP","GO:0050684","regulation of mRNA processing","1/34","148/29008",0.159713754023686,0.2348460538963,0.171030905425227,"Nova1",1
"GO:0071331","BP","GO:0071331","cellular response to hexose stimulus","1/34","148/29008",0.159713754023686,0.2348460538963,0.171030905425227,"Adra2a",1
"GO:0035725","BP","GO:0035725","sodium ion transmembrane transport","1/34","149/29008",0.160703696240012,0.235621678372047,0.17159576804121,"Scn3b",1
"GO:0071326","BP","GO:0071326","cellular response to monosaccharide stimulus","1/34","149/29008",0.160703696240012,0.235621678372047,0.17159576804121,"Adra2a",1
"GO:0051236","BP","GO:0051236","establishment of RNA localization","1/34","150/29008",0.161692506466556,0.236730839208938,0.172403534571873,"Nup210",1
"GO:0003231","BP","GO:0003231","cardiac ventricle development","1/34","151/29008",0.162680185958557,0.236815870702527,0.172465460301928,"Tgfb2",1
"GO:0015698","BP","GO:0015698","inorganic anion transport","1/34","151/29008",0.162680185958557,0.236815870702527,0.172465460301928,"Clcn4",1
"GO:0031333","BP","GO:0031333","negative regulation of protein-containing complex assembly","1/34","151/29008",0.162680185958557,0.236815870702527,0.172465460301928,"Ulk1",1
"GO:1900180","BP","GO:1900180","regulation of protein localization to nucleus","1/34","151/29008",0.162680185958557,0.236815870702527,0.172465460301928,"Tgfb2",1
"GO:0001837","BP","GO:0001837","epithelial to mesenchymal transition","1/34","152/29008",0.163666735969903,0.236898301070073,0.172525491714685,"Tgfb2",1
"GO:0002824","BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/34","152/29008",0.163666735969903,0.236898301070073,0.172525491714685,"Arid5a",1
"GO:0003206","BP","GO:0003206","cardiac chamber morphogenesis","1/34","152/29008",0.163666735969903,0.236898301070073,0.172525491714685,"Tgfb2",1
"GO:0051092","BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","1/34","152/29008",0.163666735969903,0.236898301070073,0.172525491714685,"Slco3a1",1
"GO:0010565","BP","GO:0010565","regulation of cellular ketone metabolic process","1/34","153/29008",0.164652157753137,0.237649502479387,0.17307256778882,"Plin5",1
"GO:0031099","BP","GO:0031099","regeneration","1/34","153/29008",0.164652157753137,0.237649502479387,0.17307256778882,"Ulk1",1
"GO:0035637","BP","GO:0035637","multicellular organismal signaling","1/34","155/29008",0.166619621638719,0.240149072772072,0.174892925266578,"Scn3b",1
"GO:0010634","BP","GO:0010634","positive regulation of epithelial cell migration","1/34","156/29008",0.167601666239429,0.240933599962585,0.175464271446333,"Tgfb2",1
"GO:0001838","BP","GO:0001838","embryonic epithelial tube formation","1/34","157/29008",0.168582587608757,0.240933599962585,0.175464271446333,"Tgfb2",1
"GO:0008360","BP","GO:0008360","regulation of cell shape","1/34","157/29008",0.168582587608757,0.240933599962585,0.175464271446333,"Gna12",1
"GO:0043484","BP","GO:0043484","regulation of RNA splicing","1/34","157/29008",0.168582587608757,0.240933599962585,0.175464271446333,"Nova1",1
"GO:0071322","BP","GO:0071322","cellular response to carbohydrate stimulus","1/34","157/29008",0.168582587608757,0.240933599962585,0.175464271446333,"Adra2a",1
"GO:2001235","BP","GO:2001235","positive regulation of apoptotic signaling pathway","1/34","157/29008",0.168582587608757,0.240933599962585,0.175464271446333,"Tgfb2",1
"GO:0002708","BP","GO:0002708","positive regulation of lymphocyte mediated immunity","1/34","158/29008",0.169562386992532,0.240981969798313,0.175499497657983,"Arid5a",1
"GO:0006475","BP","GO:0006475","internal protein amino acid acetylation","1/34","158/29008",0.169562386992532,0.240981969798313,0.175499497657983,"Arid5a",1
"GO:0016482","BP","GO:0016482","cytosolic transport","1/34","158/29008",0.169562386992532,0.240981969798313,0.175499497657983,"Stx6",1
"GO:0018393","BP","GO:0018393","internal peptidyl-lysine acetylation","1/34","158/29008",0.169562386992532,0.240981969798313,0.175499497657983,"Arid5a",1
"GO:0002821","BP","GO:0002821","positive regulation of adaptive immune response","1/34","159/29008",0.170541065635245,0.242035300671747,0.176266605003442,"Arid5a",1
"GO:2000377","BP","GO:2000377","regulation of reactive oxygen species metabolic process","1/34","160/29008",0.171518624780047,0.243084114952528,0.177030423058243,"Plin5",1
"GO:0010977","BP","GO:0010977","negative regulation of neuron projection development","1/34","162/29008",0.173470389541854,0.243815623369861,0.177563157353186,"Ulk1",1
"GO:0050714","BP","GO:0050714","positive regulation of protein secretion","1/34","162/29008",0.173470389541854,0.243815623369861,0.177563157353186,"Tgfb2",1
"GO:0050768","BP","GO:0050768","negative regulation of neurogenesis","1/34","162/29008",0.173470389541854,0.243815623369861,0.177563157353186,"Ulk1",1
"GO:0061025","BP","GO:0061025","membrane fusion","1/34","162/29008",0.173470389541854,0.243815623369861,0.177563157353186,"Stx6",1
"GO:1990845","BP","GO:1990845","adaptive thermogenesis","1/34","162/29008",0.173470389541854,0.243815623369861,0.177563157353186,"Nova1",1
"GO:2000058","BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","1/34","162/29008",0.173470389541854,0.243815623369861,0.177563157353186,"Gna12",1
"GO:0006937","BP","GO:0006937","regulation of muscle contraction","1/34","164/29008",0.175417691196483,0.245536576001671,0.178816472373512,"Adra2a",1
"GO:0009267","BP","GO:0009267","cellular response to starvation","1/34","164/29008",0.175417691196483,0.245536576001671,0.178816472373512,"Ulk1",1
"GO:0055067","BP","GO:0055067","monovalent inorganic cation homeostasis","1/34","164/29008",0.175417691196483,0.245536576001671,0.178816472373512,"Kctd7",1
"GO:0001678","BP","GO:0001678","cellular glucose homeostasis","1/34","166/29008",0.177360539641156,0.246899439746363,0.179809002656047,"Adra2a",1
"GO:0032675","BP","GO:0032675","regulation of interleukin-6 production","1/34","166/29008",0.177360539641156,0.246899439746363,0.179809002656047,"Arid5a",1
"GO:0051961","BP","GO:0051961","negative regulation of nervous system development","1/34","166/29008",0.177360539641156,0.246899439746363,0.179809002656047,"Ulk1",1
"GO:0062013","BP","GO:0062013","positive regulation of small molecule metabolic process","1/34","166/29008",0.177360539641156,0.246899439746363,0.179809002656047,"Plin5",1
"GO:0060402","BP","GO:0060402","calcium ion transport into cytosol","1/34","168/29008",0.17929894475183,0.248579081227367,0.181032232080258,"Tgfb2",1
"GO:0072175","BP","GO:0072175","epithelial tube formation","1/34","168/29008",0.17929894475183,0.248579081227367,0.181032232080258,"Tgfb2",1
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","1/34","168/29008",0.17929894475183,0.248579081227367,0.181032232080258,"Tgfb2",1
"GO:0007565","BP","GO:0007565","female pregnancy","1/34","169/29008",0.180266484137351,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:0002244","BP","GO:0002244","hematopoietic progenitor cell differentiation","1/34","170/29008",0.181232916383245,0.248818288777482,0.181206439324544,"Agpat5",1
"GO:0007596","BP","GO:0007596","blood coagulation","1/34","170/29008",0.181232916383245,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:0018394","BP","GO:0018394","peptidyl-lysine acetylation","1/34","170/29008",0.181232916383245,0.248818288777482,0.181206439324544,"Arid5a",1
"GO:0048015","BP","GO:0048015","phosphatidylinositol-mediated signaling","1/34","170/29008",0.181232916383245,0.248818288777482,0.181206439324544,"Tgfb2",1
"GO:0071897","BP","GO:0071897","DNA biosynthetic process","1/34","170/29008",0.181232916383245,0.248818288777482,0.181206439324544,"Dach1",1
"GO:1903531","BP","GO:1903531","negative regulation of secretion by cell","1/34","170/29008",0.181232916383245,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:0035296","BP","GO:0035296","regulation of tube diameter","1/34","171/29008",0.182198242718045,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:0050680","BP","GO:0050680","negative regulation of epithelial cell proliferation","1/34","171/29008",0.182198242718045,0.248818288777482,0.181206439324544,"Tgfb2",1
"GO:0097746","BP","GO:0097746","blood vessel diameter maintenance","1/34","171/29008",0.182198242718045,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:1903034","BP","GO:1903034","regulation of response to wounding","1/34","171/29008",0.182198242718045,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:0035150","BP","GO:0035150","regulation of tube size","1/34","172/29008",0.183162464368965,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:0046661","BP","GO:0046661","male sex differentiation","1/34","172/29008",0.183162464368965,0.248818288777482,0.181206439324544,"Tgfb2",1
"GO:0006941","BP","GO:0006941","striated muscle contraction","1/34","173/29008",0.184125582561899,0.248818288777482,0.181206439324544,"Scn3b",1
"GO:0007599","BP","GO:0007599","hemostasis","1/34","173/29008",0.184125582561899,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:0030509","BP","GO:0030509","BMP signaling pathway","1/34","173/29008",0.184125582561899,0.248818288777482,0.181206439324544,"Tgfb2",1
"GO:0048017","BP","GO:0048017","inositol lipid-mediated signaling","1/34","173/29008",0.184125582561899,0.248818288777482,0.181206439324544,"Tgfb2",1
"GO:0050817","BP","GO:0050817","coagulation","1/34","173/29008",0.184125582561899,0.248818288777482,0.181206439324544,"Adra2a",1
"GO:0006403","BP","GO:0006403","RNA localization","1/34","174/29008",0.185087598521424,0.248818288777482,0.181206439324544,"Nup210",1
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","1/34","174/29008",0.185087598521424,0.248818288777482,0.181206439324544,"Arpc1b",1
"GO:0031056","BP","GO:0031056","regulation of histone modification","1/34","174/29008",0.185087598521424,0.248818288777482,0.181206439324544,"Arid5a",1
"GO:0032635","BP","GO:0032635","interleukin-6 production","1/34","174/29008",0.185087598521424,0.248818288777482,0.181206439324544,"Arid5a",1
"GO:1903169","BP","GO:1903169","regulation of calcium ion transmembrane transport","1/34","174/29008",0.185087598521424,0.248818288777482,0.181206439324544,"Tgfb2",1
"GO:0043271","BP","GO:0043271","negative regulation of ion transport","1/34","176/29008",0.187008328631969,0.25106915266927,0.182845671847359,"Tgfb2",1
"GO:0007033","BP","GO:0007033","vacuole organization","1/34","177/29008",0.187967045225562,0.251693060558276,0.183300044102665,"Ulk1",1
"GO:1901605","BP","GO:1901605","alpha-amino acid metabolic process","1/34","177/29008",0.187967045225562,0.251693060558276,0.183300044102665,"Srr",1
"GO:0048660","BP","GO:0048660","regulation of smooth muscle cell proliferation","1/34","178/29008",0.188924664470901,0.25231223210465,0.183750967030399,"Gna12",1
"GO:0051260","BP","GO:0051260","protein homooligomerization","1/34","178/29008",0.188924664470901,0.25231223210465,0.183750967030399,"Kctd7",1
"GO:0030902","BP","GO:0030902","hindbrain development","1/34","179/29008",0.189881187585988,0.252926706078591,0.184198468865665,"Ulk1",1
"GO:0060041","BP","GO:0060041","retina development in camera-type eye","1/34","179/29008",0.189881187585988,0.252926706078591,0.184198468865665,"Tgfb2",1
"GO:0061136","BP","GO:0061136","regulation of proteasomal protein catabolic process","1/34","181/29008",0.191790950290897,0.255134571615769,0.185806387055542,"Gna12",1
"GO:0002705","BP","GO:0002705","positive regulation of leukocyte mediated immunity","1/34","183/29008",0.193696343058175,0.255134571615769,0.185806387055542,"Arid5a",1
"GO:0032680","BP","GO:0032680","regulation of tumor necrosis factor production","1/34","183/29008",0.193696343058175,0.255134571615769,0.185806387055542,"Arid5a",1
"GO:0035148","BP","GO:0035148","tube formation","1/34","183/29008",0.193696343058175,0.255134571615769,0.185806387055542,"Tgfb2",1
"GO:0045834","BP","GO:0045834","positive regulation of lipid metabolic process","1/34","183/29008",0.193696343058175,0.255134571615769,0.185806387055542,"Plin5",1
"GO:1905952","BP","GO:1905952","regulation of lipid localization","1/34","183/29008",0.193696343058175,0.255134571615769,0.185806387055542,"Plin5",1
"GO:0042594","BP","GO:0042594","response to starvation","1/34","184/29008",0.194647403746328,0.255134571615769,0.185806387055542,"Ulk1",1
"GO:0048659","BP","GO:0048659","smooth muscle cell proliferation","1/34","184/29008",0.194647403746328,0.255134571615769,0.185806387055542,"Gna12",1
"GO:0071772","BP","GO:0071772","response to BMP","1/34","184/29008",0.194647403746328,0.255134571615769,0.185806387055542,"Tgfb2",1
"GO:0071773","BP","GO:0071773","cellular response to BMP stimulus","1/34","184/29008",0.194647403746328,0.255134571615769,0.185806387055542,"Tgfb2",1
"GO:0016331","BP","GO:0016331","morphogenesis of embryonic epithelium","1/34","185/29008",0.195597375584817,0.255134571615769,0.185806387055542,"Tgfb2",1
"GO:0050770","BP","GO:0050770","regulation of axonogenesis","1/34","185/29008",0.195597375584817,0.255134571615769,0.185806387055542,"Ulk1",1
"GO:1901654","BP","GO:1901654","response to ketone","1/34","185/29008",0.195597375584817,0.255134571615769,0.185806387055542,"Tgfb2",1
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","1/34","186/29008",0.196546259782511,0.255134571615769,0.185806387055542,"Tgfb2",1
"GO:0009749","BP","GO:0009749","response to glucose","1/34","186/29008",0.196546259782511,0.255134571615769,0.185806387055542,"Adra2a",1
"GO:0035051","BP","GO:0035051","cardiocyte differentiation","1/34","186/29008",0.196546259782511,0.255134571615769,0.185806387055542,"Tgfb2",1
"GO:0050796","BP","GO:0050796","regulation of insulin secretion","1/34","186/29008",0.196546259782511,0.255134571615769,0.185806387055542,"Adra2a",1
"GO:0051302","BP","GO:0051302","regulation of cell division","1/34","186/29008",0.196546259782511,0.255134571615769,0.185806387055542,"Tgfb2",1
"GO:1903305","BP","GO:1903305","regulation of regulated secretory pathway","1/34","186/29008",0.196546259782511,0.255134571615769,0.185806387055542,"Adra2a",1
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","1/34","186/29008",0.196546259782511,0.255134571615769,0.185806387055542,"Arid5a",1
"GO:0007269","BP","GO:0007269","neurotransmitter secretion","1/34","187/29008",0.197494057546976,0.255713398526516,0.186227928269401,"Adra2a",1
"GO:0099643","BP","GO:0099643","signal release from synapse","1/34","187/29008",0.197494057546976,0.255713398526516,0.186227928269401,"Adra2a",1
"GO:0001659","BP","GO:0001659","temperature homeostasis","1/34","188/29008",0.198440770084479,0.256287889373998,0.18664631166641,"Nova1",1
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","1/34","188/29008",0.198440770084479,0.256287889373998,0.18664631166641,"Arid5a",1
"GO:0009746","BP","GO:0009746","response to hexose","1/34","189/29008",0.199386398599994,0.257183215409359,0.187298349117916,"Adra2a",1
"GO:0034284","BP","GO:0034284","response to monosaccharide","1/34","190/29008",0.200330944297194,0.257749030604597,0.187710414313559,"Adra2a",1
"GO:0060401","BP","GO:0060401","cytosolic calcium ion transport","1/34","190/29008",0.200330944297194,0.257749030604597,0.187710414313559,"Tgfb2",1
"GO:0008064","BP","GO:0008064","regulation of actin polymerization or depolymerization","1/34","191/29008",0.201274408378459,0.257985688223458,0.187882764524083,"Arpc1b",1
"GO:0030041","BP","GO:0030041","actin filament polymerization","1/34","191/29008",0.201274408378459,0.257985688223458,0.187882764524083,"Arpc1b",1
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","1/34","191/29008",0.201274408378459,0.257985688223458,0.187882764524083,"Arid5a",1
"GO:0050731","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","1/34","192/29008",0.202216792044876,0.258867978760965,0.188525308637447,"Adra2a",1
"GO:0051099","BP","GO:0051099","positive regulation of binding","1/34","193/29008",0.203158096496238,0.259746675445002,0.189165235461729,"Tgfb2",1
"GO:0030832","BP","GO:0030832","regulation of actin filament length","1/34","194/29008",0.204098322931051,0.260295608343856,0.189565005818314,"Arpc1b",1
"GO:0043112","BP","GO:0043112","receptor metabolic process","1/34","194/29008",0.204098322931051,0.260295608343856,0.189565005818314,"Ulk1",1
"GO:0015931","BP","GO:0015931","nucleobase-containing compound transport","1/34","195/29008",0.205037472546528,0.26116648065614,0.190199234401713,"Nup210",1
"GO:0021915","BP","GO:0021915","neural tube development","1/34","197/29008",0.206912546101891,0.263225823318136,0.19169898810938,"Tgfb2",1
"GO:0016051","BP","GO:0016051","carbohydrate biosynthetic process","1/34","198/29008",0.20784847242977,0.263429842544696,0.191847568817737,"Csgalnact1",1
"GO:0032872","BP","GO:0032872","regulation of stress-activated MAPK cascade","1/34","198/29008",0.20784847242977,0.263429842544696,0.191847568817737,"Tgfb2",1
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity","1/34","198/29008",0.20784847242977,0.263429842544696,0.191847568817737,"Adra2a",1
"GO:0031669","BP","GO:0031669","cellular response to nutrient levels","1/34","199/29008",0.208783326714303,0.263630991229089,0.191994059001609,"Ulk1",1
"GO:0051048","BP","GO:0051048","negative regulation of secretion","1/34","199/29008",0.208783326714303,0.263630991229089,0.191994059001609,"Adra2a",1
"GO:1902115","BP","GO:1902115","regulation of organelle assembly","1/34","199/29008",0.208783326714303,0.263630991229089,0.191994059001609,"Ulk1",1
"GO:0003205","BP","GO:0003205","cardiac chamber development","1/34","200/29008",0.209717110146276,0.264155420567435,0.192375984195074,"Tgfb2",1
"GO:0044706","BP","GO:0044706","multi-multicellular organism process","1/34","200/29008",0.209717110146276,0.264155420567435,0.192375984195074,"Adra2a",1
"GO:0006473","BP","GO:0006473","protein acetylation","1/34","201/29008",0.210649823915195,0.264675919321312,0.192755046868989,"Arid5a",1
"GO:0070302","BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","1/34","201/29008",0.210649823915195,0.264675919321312,0.192755046868989,"Tgfb2",1
"GO:0046890","BP","GO:0046890","regulation of lipid biosynthetic process","1/34","202/29008",0.211581469209286,0.265192517988023,0.193131269233569,"Plin5",1
"GO:0048771","BP","GO:0048771","tissue remodeling","1/34","202/29008",0.211581469209286,0.265192517988023,0.193131269233569,"Tgfb2",1
"GO:1990138","BP","GO:1990138","neuron projection extension","1/34","203/29008",0.212512047215496,0.266031665985984,0.193742394008696,"Ulk1",1
"GO:0009743","BP","GO:0009743","response to carbohydrate","1/34","204/29008",0.213441559119495,0.266867421770264,0.194351048342582,"Adra2a",1
"GO:0030307","BP","GO:0030307","positive regulation of cell growth","1/34","206/29008",0.215297389357156,0.268200537597728,0.195321914163936,"Tgfb2",1
"GO:0050777","BP","GO:0050777","negative regulation of immune response","1/34","206/29008",0.215297389357156,0.268200537597728,0.195321914163936,"Tgfb2",1
"GO:0071902","BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","1/34","206/29008",0.215297389357156,0.268200537597728,0.195321914163936,"Adra2a",1
"GO:0021953","BP","GO:0021953","central nervous system neuron differentiation","1/34","207/29008",0.216223710055783,0.269025592853288,0.195922775643374,"Ulk1",1
"GO:0072330","BP","GO:0072330","monocarboxylic acid biosynthetic process","1/34","208/29008",0.217148969382129,0.269518635566857,0.196281842957114,"Srr",1
