"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901028","BP","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","1/191","20/29008",0.123805076472277,0.262455342744458,0.203845892326618,"Gsk3b",1
"GO:1904406","BP","GO:1904406","negative regulation of nitric oxide metabolic process","1/191","20/29008",0.123805076472277,0.262455342744458,0.203845892326618,"Gimap3",1
"GO:2000251","BP","GO:2000251","positive regulation of actin cytoskeleton reorganization","1/191","20/29008",0.123805076472277,0.262455342744458,0.203845892326618,"Stap1",1
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","3/191","186/29008",0.124790073271729,0.264137392235938,0.205152319835172,"Tab1/Pparg/Hpgd",3
"GO:0050796","BP","GO:0050796","regulation of insulin secretion","3/191","186/29008",0.124790073271729,0.264137392235938,0.205152319835172,"Nnat/Arntl/Lep",3
"GO:0021954","BP","GO:0021954","central nervous system neuron development","2/191","93/29008",0.125345527643813,0.264298903089935,0.205277763363237,"Lep/Drd1",2
"GO:0042475","BP","GO:0042475","odontogenesis of dentin-containing tooth","2/191","93/29008",0.125345527643813,0.264298903089935,0.205277763363237,"Serpine1/Apcdd1",2
"GO:0044344","BP","GO:0044344","cellular response to fibroblast growth factor stimulus","2/191","93/29008",0.125345527643813,0.264298903089935,0.205277763363237,"Flrt3/Ofd1",2
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","2/191","93/29008",0.125345527643813,0.264298903089935,0.205277763363237,"Chmp6/Unc119",2
"GO:0099072","BP","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","2/191","93/29008",0.125345527643813,0.264298903089935,0.205277763363237,"Lgi1/Gsk3b",2
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","2/191","94/29008",0.127541578426897,0.268518834581207,0.208555333144825,"Serpine1/Pparg",2
"GO:0055072","BP","GO:0055072","iron ion homeostasis","2/191","94/29008",0.127541578426897,0.268518834581207,0.208555333144825,"Alas2/Slc11a1",2
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","5/191","403/29008",0.128222280784029,0.269053752718902,0.208970797596644,"Ccl12/Lep/Pparg/Mydgf/C5ar2",5
"GO:0001976","BP","GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Adra1a",1
"GO:0002281","BP","GO:0002281","macrophage activation involved in immune response","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Tyrobp",1
"GO:0002577","BP","GO:0002577","regulation of antigen processing and presentation","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Slc11a1",1
"GO:0007350","BP","GO:0007350","blastoderm segmentation","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Tifab",1
"GO:0032516","BP","GO:0032516","positive regulation of phosphoprotein phosphatase activity","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Cd300a",1
"GO:0034694","BP","GO:0034694","response to prostaglandin","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Ptger2",1
"GO:0046321","BP","GO:0046321","positive regulation of fatty acid oxidation","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Pparg",1
"GO:0048148","BP","GO:0048148","behavioral response to cocaine","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Drd1",1
"GO:0051900","BP","GO:0051900","regulation of mitochondrial depolarization","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Cck",1
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Pparg",1
"GO:0070293","BP","GO:0070293","renal absorption","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Aqp7",1
"GO:0090036","BP","GO:0090036","regulation of protein kinase C signaling","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Adra1a",1
"GO:0090594","BP","GO:0090594","inflammatory response to wounding","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Pparg",1
"GO:1902894","BP","GO:1902894","negative regulation of pri-miRNA transcription by RNA polymerase II","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Pparg",1
"GO:1903975","BP","GO:1903975","regulation of glial cell migration","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Stap1",1
"GO:2000114","BP","GO:2000114","regulation of establishment of cell polarity","1/191","21/29008",0.129578266426527,0.269053752718902,0.208970797596644,"Dock8",1
"GO:0019935","BP","GO:0019935","cyclic-nucleotide-mediated signaling","2/191","95/29008",0.129746733544648,0.269053752718902,0.208970797596644,"Ffar4/Cd36",2
"GO:0033077","BP","GO:0033077","T cell differentiation in thymus","2/191","95/29008",0.129746733544648,0.269053752718902,0.208970797596644,"Spn/Cd1d1",2
"GO:0071774","BP","GO:0071774","response to fibroblast growth factor","2/191","95/29008",0.129746733544648,0.269053752718902,0.208970797596644,"Flrt3/Ofd1",2
"GO:0007259","BP","GO:0007259","receptor signaling pathway via JAK-STAT","3/191","190/29008",0.130649965130684,0.270723218505205,0.21026745149349,"Lep/Lck/Cd300a",3
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","4/191","295/29008",0.13106546982362,0.271380304634794,0.210777802347928,"Ltc4s/Haao/Lpl/Fcer1a",4
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","2/191","96/29008",0.131960779638255,0.272416040600529,0.211582245953237,"Pip5k1a/Rhod",2
"GO:0051304","BP","GO:0051304","chromosome separation","2/191","96/29008",0.131960779638255,0.272416040600529,0.211582245953237,"Mus81/Cdc6",2
"GO:0070509","BP","GO:0070509","calcium ion import","2/191","96/29008",0.131960779638255,0.272416040600529,0.211582245953237,"Ccl12/Serpine1",2
"GO:1901222","BP","GO:1901222","regulation of NIK/NF-kappaB signaling","2/191","96/29008",0.131960779638255,0.272416040600529,0.211582245953237,"Pdcd4/Trip6",2
"GO:0006979","BP","GO:0006979","response to oxidative stress","5/191","407/29008",0.132077100094834,0.272452237891961,0.211610359951964,"Arntl/Stc2/Lck/Cd36/Mctp1",5
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","4/191","296/29008",0.132221286289013,0.272545820317712,0.211683044290883,"Ltc4s/Haao/Lpl/Fcer1a",4
"GO:0006956","BP","GO:0006956","complement activation","3/191","192/29008",0.133615923997933,0.273002889803624,0.212038044635844,"Igkc/C6/Ighm",3
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","2/191","97/29008",0.134183505736644,0.273002889803624,0.212038044635844,"Gimap3/Cd36",2
"GO:0070555","BP","GO:0070555","response to interleukin-1","2/191","97/29008",0.134183505736644,0.273002889803624,0.212038044635844,"Ccl12/Serpine1",2
"GO:0090559","BP","GO:0090559","regulation of membrane permeability","2/191","97/29008",0.134183505736644,0.273002889803624,0.212038044635844,"Gimap3/Gsk3b",2
"GO:0051099","BP","GO:0051099","positive regulation of binding","3/191","193/29008",0.135107700273645,0.273002889803624,0.212038044635844,"Pparg/Gsk3b/Zfp618",3
"GO:0000303","BP","GO:0000303","response to superoxide","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Cd36",1
"GO:0001975","BP","GO:0001975","response to amphetamine","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Drd1",1
"GO:0002115","BP","GO:0002115","store-operated calcium entry","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Stc2",1
"GO:0002363","BP","GO:0002363","alpha-beta T cell lineage commitment","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Spn",1
"GO:0007035","BP","GO:0007035","vacuolar acidification","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Slc11a1",1
"GO:0020027","BP","GO:0020027","hemoglobin metabolic process","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Alas2",1
"GO:0035561","BP","GO:0035561","regulation of chromatin binding","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Zfp618",1
"GO:0035634","BP","GO:0035634","response to stilbenoid","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Cd36",1
"GO:0042053","BP","GO:0042053","regulation of dopamine metabolic process","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Drd1",1
"GO:0042481","BP","GO:0042481","regulation of odontogenesis","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Apcdd1",1
"GO:0042759","BP","GO:0042759","long-chain fatty acid biosynthetic process","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Ltc4s",1
"GO:0046325","BP","GO:0046325","negative regulation of glucose import","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Lep",1
"GO:0050849","BP","GO:0050849","negative regulation of calcium-mediated signaling","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Gsk3b",1
"GO:0060055","BP","GO:0060055","angiogenesis involved in wound healing","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Serpine1",1
"GO:0060438","BP","GO:0060438","trachea development","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Rarg",1
"GO:0060457","BP","GO:0060457","negative regulation of digestive system process","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Tifab",1
"GO:0061081","BP","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Cd36",1
"GO:0071625","BP","GO:0071625","vocalization behavior","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Tifab",1
"GO:0090026","BP","GO:0090026","positive regulation of monocyte chemotaxis","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Serpine1",1
"GO:0090201","BP","GO:0090201","negative regulation of release of cytochrome c from mitochondria","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Lmna",1
"GO:0098543","BP","GO:0098543","detection of other organism","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Clec7a",1
"GO:0098780","BP","GO:0098780","response to mitochondrial depolarisation","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Vps13c",1
"GO:0098869","BP","GO:0098869","cellular oxidant detoxification","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Cd36",1
"GO:0140632","BP","GO:0140632","inflammasome complex assembly","1/191","22/29008",0.135313615069454,0.273002889803624,0.212038044635844,"Cd36",1
"GO:0002690","BP","GO:0002690","positive regulation of leukocyte chemotaxis","2/191","98/29008",0.136414703234569,0.274822316669788,0.21345117149079,"Serpine1/Cmklr1",2
"GO:0019731","BP","GO:0019731","antibacterial humoral response","2/191","98/29008",0.136414703234569,0.274822316669788,0.21345117149079,"Jchain/Ighm",2
"GO:0006885","BP","GO:0006885","regulation of pH","2/191","99/29008",0.138654165870875,0.278317459586515,0.216165806747284,"Slamf8/Slc11a1",2
"GO:0032418","BP","GO:0032418","lysosome localization","2/191","99/29008",0.138654165870875,0.278317459586515,0.216165806747284,"Cd300a/Fcer1a",2
"GO:0044264","BP","GO:0044264","cellular polysaccharide metabolic process","2/191","99/29008",0.138654165870875,0.278317459586515,0.216165806747284,"Gsk3b/Cd36",2
"GO:0062207","BP","GO:0062207","regulation of pattern recognition receptor signaling pathway","2/191","99/29008",0.138654165870875,0.278317459586515,0.216165806747284,"Cd300a/Cd36",2
"GO:1902882","BP","GO:1902882","regulation of response to oxidative stress","2/191","99/29008",0.138654165870875,0.278317459586515,0.216165806747284,"Cd36/Mctp1",2
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","2/191","100/29008",0.14090168970695,0.279388905237967,0.216997985633855,"Acaa1b/Lep",2
"GO:0000305","BP","GO:0000305","response to oxygen radical","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Cd36",1
"GO:0003323","BP","GO:0003323","type B pancreatic cell development","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Arntl",1
"GO:0003417","BP","GO:0003417","growth plate cartilage development","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Rarg",1
"GO:0007190","BP","GO:0007190","activation of adenylate cyclase activity","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Drd1",1
"GO:0007625","BP","GO:0007625","grooming behavior","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Drd1",1
"GO:0010996","BP","GO:0010996","response to auditory stimulus","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Tifab",1
"GO:0032693","BP","GO:0032693","negative regulation of interleukin-10 production","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Tyrobp",1
"GO:0045056","BP","GO:0045056","transcytosis","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Cd300lg",1
"GO:0045943","BP","GO:0045943","positive regulation of transcription by RNA polymerase I","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Ippk",1
"GO:0071763","BP","GO:0071763","nuclear membrane organization","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Nemp1",1
"GO:0072525","BP","GO:0072525","pyridine-containing compound biosynthetic process","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Haao",1
"GO:0099170","BP","GO:0099170","postsynaptic modulation of chemical synaptic transmission","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Drd1",1
"GO:1900016","BP","GO:1900016","negative regulation of cytokine production involved in inflammatory response","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Pdcd4",1
"GO:1900101","BP","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Atf6b",1
"GO:1901623","BP","GO:1901623","regulation of lymphocyte chemotaxis","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Ccl12",1
"GO:1902410","BP","GO:1902410","mitotic cytokinetic process","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Chmp6",1
"GO:1903428","BP","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","1/191","23/29008",0.141011369141135,0.279388905237967,0.216997985633855,"Cd36",1
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","3/191","197/29008",0.141132073554642,0.279427321510195,0.217027823088145,"Lep/Dgat2/Cd36",3
"GO:0001503","BP","GO:0001503","ossification","5/191","417/29008",0.141939959014284,0.280825256069867,0.218113581963352,"Ffar4/Lep/Pparg/Lmna/Gsk3b",5
"GO:0016051","BP","GO:0016051","carbohydrate biosynthetic process","3/191","198/29008",0.142652188672681,0.281830040371959,0.218893985785633,"Lep/Dgat2/Cd36",3
"GO:0030705","BP","GO:0030705","cytoskeleton-dependent intracellular transport","3/191","198/29008",0.142652188672681,0.281830040371959,0.218893985785633,"Ift81/Bbs12/Ift22",3
"GO:0050795","BP","GO:0050795","regulation of behavior","2/191","101/29008",0.143157073105353,0.282422895296541,0.219354449039526,"Drd1/Cck",2
"GO:0090630","BP","GO:0090630","activation of GTPase activity","2/191","101/29008",0.143157073105353,0.282422895296541,0.219354449039526,"Pip5k1a/Epha1",2
"GO:0019217","BP","GO:0019217","regulation of fatty acid metabolic process","2/191","102/29008",0.145420116708623,0.283476350447594,0.220172654921894,"Pparg/Dgat2",2
"GO:0045132","BP","GO:0045132","meiotic chromosome segregation","2/191","102/29008",0.145420116708623,0.283476350447594,0.220172654921894,"Brip1/Mus81",2
"GO:0046718","BP","GO:0046718","viral entry into host cell","2/191","102/29008",0.145420116708623,0.283476350447594,0.220172654921894,"Ciita/Trim30c",2
"GO:0150115","BP","GO:0150115","cell-substrate junction organization","2/191","102/29008",0.145420116708623,0.283476350447594,0.220172654921894,"Pip5k1a/Rhod",2
"GO:2000060","BP","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","2/191","102/29008",0.145420116708623,0.283476350447594,0.220172654921894,"Trim67/Gsk3b",2
"GO:0044706","BP","GO:0044706","multi-multicellular organism process","3/191","200/29008",0.145708831774031,0.283476350447594,0.220172654921894,"Arntl/Hpgd/Slc6a4",3
"GO:0002710","BP","GO:0002710","negative regulation of T cell mediated immunity","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Spn",1
"GO:0010866","BP","GO:0010866","regulation of triglyceride biosynthetic process","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Dgat2",1
"GO:0014075","BP","GO:0014075","response to amine","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Drd1",1
"GO:0015732","BP","GO:0015732","prostaglandin transport","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Lep",1
"GO:0015813","BP","GO:0015813","L-glutamate transmembrane transport","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Slc7a13",1
"GO:0030449","BP","GO:0030449","regulation of complement activation","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"C6",1
"GO:0030728","BP","GO:0030728","ovulation","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Lep",1
"GO:0032331","BP","GO:0032331","negative regulation of chondrocyte differentiation","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Rarg",1
"GO:0035743","BP","GO:0035743","CD4-positive, alpha-beta T cell cytokine production","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Il18rap",1
"GO:0042069","BP","GO:0042069","regulation of catecholamine metabolic process","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Drd1",1
"GO:0042537","BP","GO:0042537","benzene-containing compound metabolic process","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Acaa1b",1
"GO:0043011","BP","GO:0043011","myeloid dendritic cell differentiation","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Gimap3",1
"GO:0043369","BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Spn",1
"GO:0045063","BP","GO:0045063","T-helper 1 cell differentiation","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Spn",1
"GO:0045324","BP","GO:0045324","late endosome to vacuole transport","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Chmp6",1
"GO:0045953","BP","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Sh2d1b1",1
"GO:0046496","BP","GO:0046496","nicotinamide nucleotide metabolic process","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Haao",1
"GO:0051882","BP","GO:0051882","mitochondrial depolarization","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Cck",1
"GO:0060339","BP","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Dcst1",1
"GO:1901739","BP","GO:1901739","regulation of myoblast fusion","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Cxcl9",1
"GO:1990000","BP","GO:1990000","amyloid fibril formation","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Cd36",1
"GO:2000010","BP","GO:2000010","positive regulation of protein localization to cell surface","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Tyrobp",1
"GO:2000738","BP","GO:2000738","positive regulation of stem cell differentiation","1/191","24/29008",0.14667177378126,0.283476350447594,0.220172654921894,"Gsk3b",1
"GO:0006473","BP","GO:0006473","protein acetylation","3/191","201/29008",0.14724524173105,0.284052119517123,0.220619847798689,"Arntl/Gsk3b/Kat5",3
"GO:0051402","BP","GO:0051402","neuron apoptotic process","4/191","309/29008",0.14762259989492,0.284052119517123,0.220619847798689,"Ccl12/Gsk3b/Set/Tyrobp",4
"GO:0006304","BP","GO:0006304","DNA modification","2/191","103/29008",0.147690623418258,0.284052119517123,0.220619847798689,"Baz2a/Gsk3b",2
"GO:0007173","BP","GO:0007173","epidermal growth factor receptor signaling pathway","2/191","103/29008",0.147690623418258,0.284052119517123,0.220619847798689,"Chmp6/Fam83a",2
"GO:0014066","BP","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","2/191","103/29008",0.147690623418258,0.284052119517123,0.220619847798689,"Lep/Mydgf",2
"GO:0014909","BP","GO:0014909","smooth muscle cell migration","2/191","103/29008",0.147690623418258,0.284052119517123,0.220619847798689,"Serpine1/Pparg",2
"GO:0021761","BP","GO:0021761","limbic system development","2/191","103/29008",0.147690623418258,0.284052119517123,0.220619847798689,"Drd1/Gsk3b",2
"GO:0043161","BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","5/191","423/29008",0.148008215863678,0.284464570977019,0.220940193862156,"Arntl/Ube4b/Gsk3b/Rybp/Kat5",5
"GO:0048771","BP","GO:0048771","tissue remodeling","3/191","202/29008",0.14878696531557,0.285762152047592,0.221948009395385,"Lep/Gsk3b/Il7",3
"GO:0090288","BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","2/191","104/29008",0.14996839837388,0.287101715696407,0.222988432289679,"Pparg/Ofd1",2
"GO:0071103","BP","GO:0071103","DNA conformation change","3/191","203/29008",0.150333943583888,0.287101715696407,0.222988432289679,"Baz2a/Set/Rrp8",3
"GO:0045921","BP","GO:0045921","positive regulation of exocytosis","2/191","105/29008",0.152253248932565,0.287101715696407,0.222988432289679,"Itgb2/Fcer1a",2
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","2/191","105/29008",0.152253248932565,0.287101715696407,0.222988432289679,"Gsk3b/Hpgd",2
"GO:0002716","BP","GO:0002716","negative regulation of natural killer cell mediated immunity","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Sh2d1b1",1
"GO:0003084","BP","GO:0003084","positive regulation of systemic arterial blood pressure","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Adra1a",1
"GO:0006783","BP","GO:0006783","heme biosynthetic process","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Alas2",1
"GO:0007202","BP","GO:0007202","activation of phospholipase C activity","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Adra1a",1
"GO:0007263","BP","GO:0007263","nitric oxide mediated signal transduction","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Cd36",1
"GO:0010759","BP","GO:0010759","positive regulation of macrophage chemotaxis","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Cmklr1",1
"GO:0014048","BP","GO:0014048","regulation of glutamate secretion","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Cck",1
"GO:0021544","BP","GO:0021544","subpallium development","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Drd1",1
"GO:0032753","BP","GO:0032753","positive regulation of interleukin-4 production","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Cd1d1",1
"GO:0033008","BP","GO:0033008","positive regulation of mast cell activation involved in immune response","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Fcer1a",1
"GO:0034114","BP","GO:0034114","regulation of heterotypic cell-cell adhesion","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Lck",1
"GO:0035024","BP","GO:0035024","negative regulation of Rho protein signal transduction","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Adra1a",1
"GO:0043306","BP","GO:0043306","positive regulation of mast cell degranulation","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Fcer1a",1
"GO:0045737","BP","GO:0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Cdc6",1
"GO:0046628","BP","GO:0046628","positive regulation of insulin receptor signaling pathway","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Lep",1
"GO:0050765","BP","GO:0050765","negative regulation of phagocytosis","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Cd300a",1
"GO:0060969","BP","GO:0060969","negative regulation of gene silencing","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Pparg",1
"GO:0071392","BP","GO:0071392","cellular response to estradiol stimulus","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Kat5",1
"GO:1901984","BP","GO:1901984","negative regulation of protein acetylation","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Gsk3b",1
"GO:1903146","BP","GO:1903146","regulation of autophagy of mitochondrion","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Vps13c",1
"GO:1903306","BP","GO:1903306","negative regulation of regulated secretory pathway","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Cd300a",1
"GO:1904893","BP","GO:1904893","negative regulation of receptor signaling pathway via STAT","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Pparg",1
"GO:1904996","BP","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","1/191","25/29008",0.152295072539464,0.287101715696407,0.222988432289679,"Itgb2",1
"GO:0042692","BP","GO:0042692","muscle cell differentiation","5/191","428/29008",0.153148663163907,0.288316732427341,0.223932121098294,"Adra1a/Cxcl9/Pdcd4/Lmna/Gsk3b",5
"GO:0070997","BP","GO:0070997","neuron death","5/191","428/29008",0.153148663163907,0.288316732427341,0.223932121098294,"Ccl12/Cd200r1/Gsk3b/Set/Tyrobp",5
"GO:0043491","BP","GO:0043491","protein kinase B signaling","3/191","205/29008",0.153443428590151,0.288674608493613,0.224210079113203,"Ccl12/Lep/Mydgf",3
"GO:0044409","BP","GO:0044409","entry into host","2/191","106/29008",0.154544984648355,0.290350863528722,0.225512006137533,"Ciita/Trim30c",2
"GO:0045833","BP","GO:0045833","negative regulation of lipid metabolic process","2/191","106/29008",0.154544984648355,0.290350863528722,0.225512006137533,"Gimap3/Dgat2",2
"GO:0071902","BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","3/191","206/29008",0.155005817649484,0.291018410535927,0.226030481829171,"Tab1/Fcer1a/Cdc6",3
"GO:0009314","BP","GO:0009314","response to radiation","5/191","430/29008",0.155225678326026,0.291232939335496,0.226197103754717,"Drd1/Pparg/Ube4b/Cck/Kat5",5
"GO:0006576","BP","GO:0006576","cellular biogenic amine metabolic process","2/191","107/29008",0.156843417251929,0.292043727276612,0.226826832948325,"Haao/Drd1",2
"GO:0030004","BP","GO:0030004","cellular monovalent inorganic cation homeostasis","2/191","107/29008",0.156843417251929,0.292043727276612,0.226826832948325,"Slamf8/Slc11a1",2
"GO:0033555","BP","GO:0033555","multicellular organismal response to stress","2/191","107/29008",0.156843417251929,0.292043727276612,0.226826832948325,"Drd1/Cck",2
"GO:0007548","BP","GO:0007548","sex differentiation","4/191","317/29008",0.157431296141021,0.292043727276612,0.226826832948325,"Brip1/Serpine1/Lep/Tifab",4
"GO:0007611","BP","GO:0007611","learning or memory","4/191","317/29008",0.157431296141021,0.292043727276612,0.226826832948325,"Drd1/Cck/Slc6a4/Tifab",4
"GO:0000002","BP","GO:0000002","mitochondrial genome maintenance","1/191","26/29008",0.157881507385579,0.292043727276612,0.226826832948325,"Gimap3",1
"GO:0003299","BP","GO:0003299","muscle hypertrophy in response to stress","1/191","26/29008",0.157881507385579,0.292043727276612,0.226826832948325,"Lmna",1
"GO:0006221","BP","GO:0006221","pyrimidine nucleotide biosynthetic process","1/191","26/29008",0.157881507385579,0.292043727276612,0.226826832948325,"Ctps2",1
